,source,active,quantity,quantity_annual,quantity_cumulative,cost,cost_annual,cost_cumulative,t_interval,consequence-cost
692,inspection_groundline,False,,,,,,,24.0,500000.0
693,inspection_groundline,True,0.96,0.0010766918642471008,27.770000000000003,48.0,0.053834593212355036,1388.5,24.0,500000.0
694,inspection_protection,False,,,,,,,24.0,500000.0
695,inspection_protection,True,0.995,0.0011159462551311096,73.975,0.0,0.0,0.0,24.0,500000.0
696,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,24.0,500000.0
697,pole_saver_rod,True,,,,,,,24.0,500000.0
698,termite_treatment,False,,,,,,,24.0,500000.0
699,termite_treatment,True,0.02,2.2431080505147934e-05,0.215,2.0,0.0022431080505147935,21.5,24.0,500000.0
700,risk,False,,,,,,,27.0,500000.0
701,risk,True,0.01,1.0370270508506215e-05,0.045,5000.0,5.185135254253107,22500.0,27.0,500000.0
702,conditional_failure,False,,,,,,,27.0,500000.0
703,conditional_failure,True,0.01,1.0370270508506215e-05,0.22500000000000012,35.0,0.03629594677977175,787.5,27.0,500000.0
704,functional_failure,False,,,,,,,27.0,500000.0
705,functional_failure,True,0.01,1.0370270508506215e-05,0.045,70.0,0.0725918935595435,315.0,27.0,500000.0
706,inspection_groundline,False,,,,,,,27.0,500000.0
707,inspection_groundline,True,0.99,0.0010266567803421153,27.39,49.5,0.051332839017105766,1369.5,27.0,500000.0
708,inspection_protection,False,,,,,,,27.0,500000.0
709,inspection_protection,True,1.0,0.0010370270508506215,80.04999999999998,0.0,0.0,0.0,27.0,500000.0
710,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,27.0,500000.0
711,pole_saver_rod,True,,,,,,,27.0,500000.0
712,termite_treatment,False,,,,,,,27.0,500000.0
713,termite_treatment,True,0.015,1.5555405762759322e-05,0.17000000000000004,1.5,0.0015555405762759321,17.0,27.0,500000.0
714,risk,False,,,,,,,30.0,500000.0
715,risk,True,0.005,5.400559497963989e-06,0.049999999999999996,2500.0,2.7002797489819943,25000.0,30.0,500000.0
716,conditional_failure,False,,,,,,,30.0,500000.0
717,conditional_failure,True,0.01,1.0801118995927978e-05,0.2550000000000001,35.0,0.03780391648574792,892.5,30.0,500000.0
718,functional_failure,False,,,,,,,30.0,500000.0
719,functional_failure,True,0.005,5.400559497963989e-06,0.049999999999999996,35.0,0.03780391648574792,350.0,30.0,500000.0
720,inspection_groundline,False,,,,,,,30.0,500000.0
721,inspection_groundline,True,0.985,0.0010639102210989058,23.3,49.25,0.05319551105494529,1165.0,30.0,500000.0
722,inspection_protection,False,,,,,,,30.0,500000.0
723,inspection_protection,True,1.0,0.0010801118995927977,76.84499999999996,0.0,0.0,0.0,30.0,500000.0
724,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,30.0,500000.0
725,pole_saver_rod,True,,,,,,,30.0,500000.0
726,termite_treatment,False,,,,,,,30.0,500000.0
727,termite_treatment,True,0.025,2.7002797489819946e-05,0.205,2.5,0.0027002797489819944,20.5,30.0,500000.0
728,risk,False,,,,,,,33.0,500000.0
729,risk,True,0.01,1.0672244693226326e-05,0.030000000000000002,5000.0,5.3361223466131635,15000.0,33.0,500000.0
730,conditional_failure,False,,,,,,,33.0,500000.0
731,conditional_failure,True,0.01,1.0672244693226326e-05,0.24000000000000013,35.0,0.037352856426292144,840.0,33.0,500000.0
732,functional_failure,False,,,,,,,33.0,500000.0
733,functional_failure,True,0.01,1.0672244693226326e-05,0.030000000000000002,70.0,0.07470571285258429,210.0,33.0,500000.0
734,inspection_groundline,False,,,,,,,33.0,500000.0
735,inspection_groundline,True,0.97,0.0010352077352429536,21.85,48.5,0.051760386762147684,1092.5,33.0,500000.0
736,inspection_protection,False,,,,,,,33.0,500000.0
737,inspection_protection,True,0.995,0.0010618883469760195,77.78499999999997,0.0,0.0,0.0,33.0,500000.0
738,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,33.0,500000.0
739,pole_saver_rod,True,,,,,,,33.0,500000.0
740,termite_treatment,False,,,,,,,33.0,500000.0
741,termite_treatment,True,0.02,2.134448938645265e-05,0.15000000000000002,2.0,0.0021344489386452654,15.0,33.0,500000.0
742,risk,False,,,,,,,36.0,500000.0
743,risk,True,0.005,5.341566467782342e-06,0.05499999999999999,2500.0,2.670783233891171,27500.0,36.0,500000.0
744,conditional_failure,False,,,,,,,36.0,500000.0
745,conditional_failure,True,0.015,1.6024699403347027e-05,0.2600000000000001,52.5,0.05608644791171459,910.0,36.0,500000.0
746,functional_failure,False,,,,,,,36.0,500000.0
747,functional_failure,True,0.005,5.341566467782342e-06,0.05499999999999999,35.0,0.0373909652744764,385.0,36.0,500000.0
748,inspection_groundline,False,,,,,,,36.0,500000.0
749,inspection_groundline,True,0.99,0.0010576301606209037,19.924999999999997,49.5,0.05288150803104519,996.25,36.0,500000.0
750,inspection_protection,False,,,,,,,36.0,500000.0
751,inspection_protection,True,1.0,0.0010683132935564684,77.76500000000001,0.0,0.0,0.0,36.0,500000.0
752,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,36.0,500000.0
753,pole_saver_rod,True,,,,,,,36.0,500000.0
754,termite_treatment,False,,,,,,,36.0,500000.0
755,termite_treatment,True,0.03,3.204939880669405e-05,0.19500000000000006,3.0,0.0032049398806694054,19.5,36.0,500000.0
756,risk,False,,,,,,,39.0,500000.0
757,risk,True,0.005,5.417294169908014e-06,0.030000000000000002,2500.0,2.708647084954007,15000.0,39.0,500000.0
758,conditional_failure,False,,,,,,,39.0,500000.0
759,conditional_failure,True,0.015,1.625188250972404e-05,0.22500000000000012,52.5,0.05688158878403415,787.5,39.0,500000.0
760,functional_failure,False,,,,,,,39.0,500000.0
761,functional_failure,True,0.005,5.417294169908014e-06,0.030000000000000002,35.0,0.0379210591893561,210.0,39.0,500000.0
762,inspection_groundline,False,,,,,,,39.0,500000.0
763,inspection_groundline,True,0.975,0.0010563723631320627,18.17,48.75,0.05281861815660314,908.5,39.0,500000.0
764,inspection_protection,False,,,,,,,39.0,500000.0
765,inspection_protection,True,1.0,0.0010834588339816028,76.62500000000001,0.0,0.0,0.0,39.0,500000.0
766,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,39.0,500000.0
767,pole_saver_rod,True,,,,,,,39.0,500000.0
768,termite_treatment,False,,,,,,,39.0,500000.0
769,termite_treatment,True,0.025,2.7086470849540074e-05,0.18,2.5,0.002708647084954007,18.0,39.0,500000.0
770,risk,False,,,,,,,42.0,500000.0
771,risk,True,0.01,1.1039781853910567e-05,0.035,5000.0,5.519890926955283,17500.0,42.0,500000.0
772,conditional_failure,False,,,,,,,42.0,500000.0
773,conditional_failure,True,0.015,1.6559672780865847e-05,0.3200000000000002,52.5,0.057958854733030474,1120.0,42.0,500000.0
774,functional_failure,False,,,,,,,42.0,500000.0
775,functional_failure,True,0.01,1.1039781853910567e-05,0.035,70.0,0.07727847297737396,245.0,42.0,500000.0
776,inspection_groundline,False,,,,,,,42.0,500000.0
777,inspection_groundline,True,0.97,0.0010708588398293248,16.41,48.5,0.053542941991466246,820.5,42.0,500000.0
778,inspection_protection,False,,,,,,,42.0,500000.0
779,inspection_protection,True,1.0,0.0011039781853910567,75.16499999999999,0.0,0.0,0.0,42.0,500000.0
780,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,42.0,500000.0
781,pole_saver_rod,True,,,,,,,42.0,500000.0
782,termite_treatment,False,,,,,,,42.0,500000.0
783,termite_treatment,True,0.02,2.2079563707821134e-05,0.18000000000000005,2.0,0.0022079563707821134,18.0,42.0,500000.0
784,risk,False,,,,,,,45.0,500000.0
785,risk,True,0.005,5.535566011624689e-06,0.045,2500.0,2.7677830058123445,22500.0,45.0,500000.0
786,conditional_failure,False,,,,,,,45.0,500000.0
787,conditional_failure,True,0.02,2.2142264046498756e-05,0.2500000000000001,70.0,0.07749792416274565,875.0,45.0,500000.0
788,functional_failure,False,,,,,,,45.0,500000.0
789,functional_failure,True,0.005,5.535566011624689e-06,0.045,35.0,0.03874896208137282,315.0,45.0,500000.0
790,inspection_groundline,False,,,,,,,45.0,500000.0
791,inspection_groundline,True,0.975,0.0010794353722668143,15.429999999999994,48.75,0.053971768613340715,771.5,45.0,500000.0
792,inspection_protection,False,,,,,,,45.0,500000.0
793,inspection_protection,True,1.0,0.0011071132023249377,74.92500000000003,0.0,0.0,0.0,45.0,500000.0
794,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,45.0,500000.0
795,pole_saver_rod,True,,,,,,,45.0,500000.0
796,termite_treatment,False,,,,,,,45.0,500000.0
797,termite_treatment,True,0.02,2.2142264046498756e-05,0.21000000000000002,2.0,0.0022142264046498754,21.0,45.0,500000.0
798,risk,False,,,,,,,48.0,500000.0
799,risk,True,0.005,5.7164743073062264e-06,0.04,2500.0,2.858237153653113,20000.0,48.0,500000.0
800,conditional_failure,False,,,,,,,48.0,500000.0
801,conditional_failure,True,0.02,2.2865897229224906e-05,0.24500000000000013,70.0,0.08003064030228717,857.5,48.0,500000.0
802,functional_failure,False,,,,,,,48.0,500000.0
803,functional_failure,True,0.005,5.7164743073062264e-06,0.04,35.0,0.040015320151143584,280.0,48.0,500000.0
804,inspection_groundline,False,,,,,,,48.0,500000.0
805,inspection_groundline,True,0.98,0.0011204289642320203,13.764999999999999,49.0,0.056021448211601016,688.25,48.0,500000.0
806,inspection_protection,False,,,,,,,48.0,500000.0
807,inspection_protection,True,1.0,0.0011432948614612452,72.63500000000002,0.0,0.0,0.0,48.0,500000.0
808,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,48.0,500000.0
809,pole_saver_rod,True,,,,,,,48.0,500000.0
810,termite_treatment,False,,,,,,,48.0,500000.0
811,termite_treatment,True,0.02,2.2865897229224906e-05,0.16500000000000004,2.0,0.0022865897229224904,16.5,48.0,500000.0
812,risk,False,,,,,,,51.0,500000.0
813,risk,True,0.005,5.616715344866322e-06,0.04,2500.0,2.808357672433161,20000.0,51.0,500000.0
814,conditional_failure,False,,,,,,,51.0,500000.0
815,conditional_failure,True,0.02,2.246686137946529e-05,0.21500000000000008,70.0,0.07863401482812851,752.5,51.0,500000.0
816,functional_failure,False,,,,,,,51.0,500000.0
817,functional_failure,True,0.005,5.616715344866322e-06,0.04,35.0,0.039317007414064256,280.0,51.0,500000.0
818,inspection_groundline,False,,,,,,,51.0,500000.0
819,inspection_groundline,True,0.98,0.0011008762075937991,13.334999999999999,49.0,0.05504381037968995,666.75,51.0,500000.0
820,inspection_protection,False,,,,,,,51.0,500000.0
821,inspection_protection,True,1.0,0.0011233430689732643,73.86500000000002,0.0,0.0,0.0,51.0,500000.0
822,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,51.0,500000.0
823,pole_saver_rod,True,,,,,,,51.0,500000.0
824,termite_treatment,False,,,,,,,51.0,500000.0
825,termite_treatment,True,0.03,3.370029206919793e-05,0.21,3.0,0.003370029206919793,21.0,51.0,500000.0
826,risk,False,,,,,,,54.0,500000.0
827,risk,True,0.005,5.784727163343341e-06,0.04,2500.0,2.8923635816716704,20000.0,54.0,500000.0
828,conditional_failure,False,,,,,,,54.0,500000.0
829,conditional_failure,True,0.02,2.3138908653373363e-05,0.27500000000000013,70.0,0.08098618028680676,962.5,54.0,500000.0
830,functional_failure,False,,,,,,,54.0,500000.0
831,functional_failure,True,0.005,5.784727163343341e-06,0.04,35.0,0.04049309014340338,280.0,54.0,500000.0
832,inspection_groundline,False,,,,,,,54.0,500000.0
833,inspection_groundline,True,0.99,0.0011453759783419816,12.129999999999999,49.5,0.05726879891709907,606.5,54.0,500000.0
834,inspection_protection,False,,,,,,,54.0,500000.0
835,inspection_protection,True,1.0,0.0011569454326686682,71.69000000000005,0.0,0.0,0.0,54.0,500000.0
836,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,54.0,500000.0
837,pole_saver_rod,True,,,,,,,54.0,500000.0
838,termite_treatment,False,,,,,,,54.0,500000.0
839,termite_treatment,True,0.025,2.8923635816716704e-05,0.21000000000000005,2.5,0.0028923635816716703,21.0,54.0,500000.0
840,risk,False,,,,,,,57.0,500000.0
841,risk,True,0.005,5.352258920877557e-06,0.05499999999999999,2500.0,2.676129460438778,27500.0,57.0,500000.0
842,conditional_failure,False,,,,,,,57.0,500000.0
843,conditional_failure,True,0.025,2.6761294604387784e-05,0.22500000000000012,87.5,0.09366453111535725,787.5,57.0,500000.0
844,functional_failure,False,,,,,,,57.0,500000.0
845,functional_failure,True,0.005,5.352258920877557e-06,0.05499999999999999,35.0,0.037465812446142895,385.0,57.0,500000.0
846,inspection_groundline,False,,,,,,,57.0,500000.0
847,inspection_groundline,True,0.98,0.001049042748492001,12.744999999999997,49.0,0.05245213742460005,637.25,57.0,500000.0
848,inspection_protection,False,,,,,,,57.0,500000.0
849,inspection_protection,True,1.0,0.0010704517841755112,77.56999999999996,0.0,0.0,0.0,57.0,500000.0
850,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,57.0,500000.0
851,pole_saver_rod,True,,,,,,,57.0,500000.0
852,termite_treatment,False,,,,,,,57.0,500000.0
853,termite_treatment,True,0.03,3.211355352526534e-05,0.16999999999999998,3.0,0.003211355352526534,17.0,57.0,500000.0
854,risk,False,,,,,,,60.0,500000.0
855,risk,True,0.005,5.561982735605589e-06,0.04,2500.0,2.780991367802794,20000.0,60.0,500000.0
856,conditional_failure,False,,,,,,,60.0,500000.0
857,conditional_failure,True,0.02,2.2247930942422355e-05,0.2150000000000001,70.0,0.07786775829847824,752.5,60.0,500000.0
858,functional_failure,False,,,,,,,60.0,500000.0
859,functional_failure,True,0.005,5.561982735605589e-06,0.04,35.0,0.03893387914923912,280.0,60.0,500000.0
860,inspection_groundline,False,,,,,,,60.0,500000.0
861,inspection_groundline,True,0.99,0.0011012725816499066,11.504999999999999,49.5,0.055063629082495326,575.25,60.0,500000.0
862,inspection_protection,False,,,,,,,60.0,500000.0
863,inspection_protection,True,1.0,0.0011123965471211176,74.69500000000002,0.0,0.0,0.0,60.0,500000.0
864,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,60.0,500000.0
865,pole_saver_rod,True,,,,,,,60.0,500000.0
866,termite_treatment,False,,,,,,,60.0,500000.0
867,termite_treatment,True,0.03,3.337189641363353e-05,0.20000000000000004,3.0,0.003337189641363353,20.0,60.0,500000.0
868,risk,False,,,,,,,63.0,500000.0
869,risk,True,0.01,1.1501391668391876e-05,0.045,5000.0,5.7506958341959376,22500.0,63.0,500000.0
870,conditional_failure,False,,,,,,,63.0,500000.0
871,conditional_failure,True,0.02,2.3002783336783752e-05,0.29000000000000015,70.0,0.08050974167874313,1015.0,63.0,500000.0
872,functional_failure,False,,,,,,,63.0,500000.0
873,functional_failure,True,0.01,1.1501391668391876e-05,0.045,70.0,0.08050974167874313,315.0,63.0,500000.0
874,inspection_groundline,False,,,,,,,63.0,500000.0
875,inspection_groundline,True,0.98,0.0011271363835024038,10.729999999999999,49.0,0.056356819175120185,536.5,63.0,500000.0
876,inspection_protection,False,,,,,,,63.0,500000.0
877,inspection_protection,True,1.0,0.0011501391668391875,72.07500000000005,0.0,0.0,0.0,63.0,500000.0
878,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,63.0,500000.0
879,pole_saver_rod,True,,,,,,,63.0,500000.0
880,termite_treatment,False,,,,,,,63.0,500000.0
881,termite_treatment,True,0.03,3.450417500517562e-05,0.21000000000000002,3.0,0.0034504175005175626,21.0,63.0,500000.0
882,risk,False,,,,,,,66.0,500000.0
883,risk,True,0.005,5.412192587461032e-06,0.035,2500.0,2.706096293730516,17500.0,66.0,500000.0
884,conditional_failure,False,,,,,,,66.0,500000.0
885,conditional_failure,True,0.02,2.164877034984413e-05,0.2550000000000001,70.0,0.07577069622445445,892.5,66.0,500000.0
886,functional_failure,False,,,,,,,66.0,500000.0
887,functional_failure,True,0.005,5.412192587461032e-06,0.035,35.0,0.03788534811222723,245.0,66.0,500000.0
888,inspection_groundline,False,,,,,,,66.0,500000.0
889,inspection_groundline,True,0.985,0.0010662019397298234,11.025,49.25,0.05331009698649117,551.25,66.0,500000.0
890,inspection_protection,False,,,,,,,66.0,500000.0
891,inspection_protection,True,1.0,0.0010824385174922064,76.7,0.0,0.0,0.0,66.0,500000.0
892,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,66.0,500000.0
893,pole_saver_rod,True,,,,,,,66.0,500000.0
894,termite_treatment,False,,,,,,,66.0,500000.0
895,termite_treatment,True,0.025,2.7060962937305162e-05,0.21000000000000002,2.5,0.002706096293730516,21.0,66.0,500000.0
896,risk,False,,,,,,,69.0,500000.0
897,risk,True,0.005,5.762094636642313e-06,0.030000000000000002,2500.0,2.8810473183211562,15000.0,69.0,500000.0
898,conditional_failure,False,,,,,,,69.0,500000.0
899,conditional_failure,True,0.025,2.8810473183211564e-05,0.2550000000000001,87.5,0.10083665614124046,892.5,69.0,500000.0
900,functional_failure,False,,,,,,,69.0,500000.0
901,functional_failure,True,0.005,5.762094636642313e-06,0.030000000000000002,35.0,0.04033466245649619,210.0,69.0,500000.0
902,inspection_groundline,False,,,,,,,69.0,500000.0
903,inspection_groundline,True,0.96,0.001106322170235324,9.69,48.0,0.055316108511766195,484.5,69.0,500000.0
904,inspection_protection,False,,,,,,,69.0,500000.0
905,inspection_protection,True,1.0,0.0011524189273284624,71.98000000000002,0.0,0.0,0.0,69.0,500000.0
906,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,69.0,500000.0
907,pole_saver_rod,True,,,,,,,69.0,500000.0
908,termite_treatment,False,,,,,,,69.0,500000.0
909,termite_treatment,True,0.03,3.4572567819853874e-05,0.17,3.0,0.003457256781985387,17.0,69.0,500000.0
910,risk,False,,,,,,,72.0,500000.0
911,risk,True,0.005,5.790522073470144e-06,0.025,2500.0,2.895261036735072,12500.0,72.0,500000.0
912,conditional_failure,False,,,,,,,72.0,500000.0
913,conditional_failure,True,0.025,2.895261036735072e-05,0.30500000000000016,87.5,0.10133413628572752,1067.5,72.0,500000.0
914,functional_failure,False,,,,,,,72.0,500000.0
915,functional_failure,True,0.005,5.790522073470144e-06,0.025,35.0,0.04053365451429101,175.0,72.0,500000.0
916,inspection_groundline,False,,,,,,,72.0,500000.0
917,inspection_groundline,True,0.975,0.001129151804326678,9.4,48.75,0.056457590216333904,470.0,72.0,500000.0
918,inspection_protection,False,,,,,,,72.0,500000.0
919,inspection_protection,True,1.0,0.0011581044146940288,71.685,0.0,0.0,0.0,72.0,500000.0
920,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,72.0,500000.0
921,pole_saver_rod,True,,,,,,,72.0,500000.0
922,termite_treatment,False,,,,,,,72.0,500000.0
923,termite_treatment,True,0.03,3.474313244082086e-05,0.17500000000000002,3.0,0.0034743132440820863,17.5,72.0,500000.0
924,risk,False,,,,,,,75.0,500000.0
925,risk,True,0.005,5.57581434768548e-06,0.045,2500.0,2.78790717384274,22500.0,75.0,500000.0
926,conditional_failure,False,,,,,,,75.0,500000.0
927,conditional_failure,True,0.025,2.78790717384274e-05,0.24000000000000013,87.5,0.09757675108449589,840.0,75.0,500000.0
928,functional_failure,False,,,,,,,75.0,500000.0
929,functional_failure,True,0.005,5.57581434768548e-06,0.045,35.0,0.03903070043379835,315.0,75.0,500000.0
930,inspection_groundline,False,,,,,,,75.0,500000.0
931,inspection_groundline,True,0.955,0.0010649805404079266,9.335,47.75,0.05324902702039633,466.75,75.0,500000.0
932,inspection_protection,False,,,,,,,75.0,500000.0
933,inspection_protection,True,1.0,0.0011151628695370958,74.40499999999997,0.0,0.0,0.0,75.0,500000.0
934,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,75.0,500000.0
935,pole_saver_rod,True,,,,,,,75.0,500000.0
936,termite_treatment,False,,,,,,,75.0,500000.0
937,termite_treatment,True,0.025,2.78790717384274e-05,0.135,2.5,0.0027879071738427397,13.5,75.0,500000.0
938,risk,False,,,,,,,78.0,500000.0
939,risk,True,0.005,5.30484279098389e-06,0.015,2500.0,2.652421395491945,7500.0,78.0,500000.0
940,conditional_failure,False,,,,,,,78.0,500000.0
941,conditional_failure,True,0.02,2.121937116393556e-05,0.2650000000000001,70.0,0.07426779907377445,927.5,78.0,500000.0
942,functional_failure,False,,,,,,,78.0,500000.0
943,functional_failure,True,0.005,5.30484279098389e-06,0.015,35.0,0.03713389953688723,105.0,78.0,500000.0
944,inspection_groundline,False,,,,,,,78.0,500000.0
945,inspection_groundline,True,0.995,0.001055663715405794,9.73,49.75,0.052783185770289696,486.5,78.0,500000.0
946,inspection_protection,False,,,,,,,78.0,500000.0
947,inspection_protection,True,1.0,0.0010609685581967779,78.28,0.0,0.0,0.0,78.0,500000.0
948,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,78.0,500000.0
949,pole_saver_rod,True,,,,,,,78.0,500000.0
950,termite_treatment,False,,,,,,,78.0,500000.0
951,termite_treatment,True,0.025,2.6524213954919447e-05,0.175,2.5,0.0026524213954919446,17.5,78.0,500000.0
952,risk,False,,,,,,,81.0,500000.0
953,risk,True,0.005,5.4330995289502715e-06,0.04,2500.0,2.7165497644751353,20000.0,81.0,500000.0
954,conditional_failure,False,,,,,,,81.0,500000.0
955,conditional_failure,True,0.03,3.2598597173701624e-05,0.2650000000000001,105.0,0.1140950901079557,927.5,81.0,500000.0
956,functional_failure,False,,,,,,,81.0,500000.0
957,functional_failure,True,0.005,5.4330995289502715e-06,0.04,35.0,0.0380316967026519,280.0,81.0,500000.0
958,inspection_groundline,False,,,,,,,81.0,500000.0
959,inspection_groundline,True,0.995,0.001081186806261104,8.94,49.75,0.0540593403130552,447.0,81.0,500000.0
960,inspection_protection,False,,,,,,,81.0,500000.0
961,inspection_protection,True,1.0,0.0010866199057900541,76.39000000000003,0.0,0.0,0.0,81.0,500000.0
962,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,81.0,500000.0
963,pole_saver_rod,True,,,,,,,81.0,500000.0
964,termite_treatment,False,,,,,,,81.0,500000.0
965,termite_treatment,True,0.035,3.80316967026519e-05,0.15500000000000003,3.5000000000000004,0.00380316967026519,15.5,81.0,500000.0
966,risk,False,,,,,,,84.0,500000.0
967,risk,True,0.005,5.5072751104208664e-06,0.08,2500.0,2.753637555210433,40000.0,84.0,500000.0
968,conditional_failure,False,,,,,,,84.0,500000.0
969,conditional_failure,True,0.025,2.7536375552104333e-05,0.21000000000000002,87.5,0.09637731443236515,735.0,84.0,500000.0
970,functional_failure,False,,,,,,,84.0,500000.0
971,functional_failure,True,0.005,5.5072751104208664e-06,0.08,35.0,0.03855092577294606,560.0,84.0,500000.0
972,inspection_groundline,False,,,,,,,84.0,500000.0
973,inspection_groundline,True,0.955,0.0010518895460903854,8.67,47.75,0.05259447730451927,433.5,84.0,500000.0
974,inspection_protection,False,,,,,,,84.0,500000.0
975,inspection_protection,True,0.995,0.0010959477469737523,75.42500000000005,0.0,0.0,0.0,84.0,500000.0
976,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,84.0,500000.0
977,pole_saver_rod,True,,,,,,,84.0,500000.0
978,termite_treatment,False,,,,,,,84.0,500000.0
979,termite_treatment,True,0.025,2.7536375552104333e-05,0.13,2.5,0.002753637555210433,13.0,84.0,500000.0
980,risk,False,,,,,,,87.0,500000.0
981,risk,True,0.005,5.559107207382495e-06,0.049999999999999996,2500.0,2.779553603691247,25000.0,87.0,500000.0
982,conditional_failure,False,,,,,,,87.0,500000.0
983,conditional_failure,True,0.02,2.223642882952998e-05,0.32500000000000023,70.0,0.07782750090335493,1137.5,87.0,500000.0
984,functional_failure,False,,,,,,,87.0,500000.0
985,functional_failure,True,0.005,5.559107207382495e-06,0.049999999999999996,35.0,0.03891375045167746,350.0,87.0,500000.0
986,inspection_groundline,False,,,,,,,87.0,500000.0
987,inspection_groundline,True,0.985,0.0010951441198543514,8.325,49.25,0.05475720599271757,416.25,87.0,500000.0
988,inspection_protection,False,,,,,,,87.0,500000.0
989,inspection_protection,True,1.0,0.0011118214414764988,74.60500000000002,0.0,0.0,0.0,87.0,500000.0
990,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,87.0,500000.0
991,pole_saver_rod,True,,,,,,,87.0,500000.0
992,termite_treatment,False,,,,,,,87.0,500000.0
993,termite_treatment,True,0.035,3.891375045167747e-05,0.19999999999999998,3.5000000000000004,0.0038913750451677466,20.0,87.0,500000.0
994,risk,False,,,,,,,90.0,500000.0
995,risk,True,0.01,1.1173496466381743e-05,0.05999999999999999,5000.0,5.586748233190871,30000.0,90.0,500000.0
996,conditional_failure,False,,,,,,,90.0,500000.0
997,conditional_failure,True,0.025,2.7933741165954356e-05,0.24000000000000013,87.5,0.09776809408084025,840.0,90.0,500000.0
998,functional_failure,False,,,,,,,90.0,500000.0
999,functional_failure,True,0.01,1.1173496466381743e-05,0.05999999999999999,70.0,0.07821447526467219,420.0,90.0,500000.0
1000,inspection_groundline,False,,,,,,,90.0,500000.0
1001,inspection_groundline,True,0.97,0.001083829157239029,7.905,48.5,0.05419145786195145,395.25,90.0,500000.0
1002,inspection_protection,False,,,,,,,90.0,500000.0
1003,inspection_protection,True,1.0,0.0011173496466381741,74.28999999999998,0.0,0.0,0.0,90.0,500000.0
1004,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,90.0,500000.0
1005,pole_saver_rod,True,,,,,,,90.0,500000.0
1006,termite_treatment,False,,,,,,,90.0,500000.0
1007,termite_treatment,True,0.035,3.91072376323361e-05,0.17,3.5000000000000004,0.0039107237632336105,17.0,90.0,500000.0
1008,risk,False,,,,,,,93.0,500000.0
1009,risk,True,0.01,1.0982795450926125e-05,0.05499999999999999,5000.0,5.491397725463062,27500.0,93.0,500000.0
1010,conditional_failure,False,,,,,,,93.0,500000.0
1011,conditional_failure,True,0.035,3.843978407824144e-05,0.2500000000000001,122.50000000000001,0.13453924427384503,875.0,93.0,500000.0
1012,functional_failure,False,,,,,,,93.0,500000.0
1013,functional_failure,True,0.01,1.0982795450926125e-05,0.05499999999999999,70.0,0.07687956815648288,385.0,93.0,500000.0
1014,inspection_groundline,False,,,,,,,93.0,500000.0
1015,inspection_groundline,True,0.965,0.001059839761014371,7.965,48.25,0.05299198805071855,398.25,93.0,500000.0
1016,inspection_protection,False,,,,,,,93.0,500000.0
1017,inspection_protection,True,0.995,0.0010927881473671494,75.50500000000002,0.0,0.0,0.0,93.0,500000.0
1018,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,93.0,500000.0
1019,pole_saver_rod,True,,,,,,,93.0,500000.0
1020,termite_treatment,False,,,,,,,93.0,500000.0
1021,termite_treatment,True,0.035,3.843978407824144e-05,0.14,3.5000000000000004,0.003843978407824144,14.0,93.0,500000.0
1022,risk,False,,,,,,,96.0,500000.0
1023,risk,True,0.01,1.0909884355225835e-05,0.030000000000000002,5000.0,5.454942177612917,15000.0,96.0,500000.0
1024,conditional_failure,False,,,,,,,96.0,500000.0
1025,conditional_failure,True,0.025,2.7274710888064588e-05,0.2500000000000001,87.5,0.09546148810822605,875.0,96.0,500000.0
1026,functional_failure,False,,,,,,,96.0,500000.0
1027,functional_failure,True,0.01,1.0909884355225835e-05,0.030000000000000002,70.0,0.07636919048658083,210.0,96.0,500000.0
1028,inspection_groundline,False,,,,,,,96.0,500000.0
1029,inspection_groundline,True,0.995,0.0010855334933449704,7.505,49.75,0.054276674667248524,375.25,96.0,500000.0
1030,inspection_protection,False,,,,,,,96.0,500000.0
1031,inspection_protection,True,1.0,0.0010909884355225835,76.15500000000004,0.0,0.0,0.0,96.0,500000.0
