,source,active,quantity,quantity_annual,quantity_cumulative,cost,cost_annual,cost_cumulative,t_interval,consequence-cost
346,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0
347,pole_saver_rod,True,,,,,,,72.0,0.0
348,termite_treatment,False,,,,,,,72.0,0.0
349,termite_treatment,True,0.025,2.7646762840539004e-05,0.2,2.5,0.0027646762840539,20.0,72.0,0.0
350,risk,False,,,,,,,75.0,0.0
351,risk,True,0.01,1.0965393219000834e-05,0.045,0.0,0.0,0.0,75.0,0.0
352,conditional_failure,False,,,,,,,75.0,0.0
353,conditional_failure,True,0.025,2.7413483047502083e-05,0.2200000000000001,87.5,0.09594719066625729,770.0,75.0,0.0
354,functional_failure,False,,,,,,,75.0,0.0
355,functional_failure,True,0.01,1.0965393219000834e-05,0.045,70.0,0.07675775253300583,315.0,75.0,0.0
356,inspection_groundline,False,,,,,,,75.0,0.0
357,inspection_groundline,True,0.975,0.0010691258388525811,9.56,48.75,0.05345629194262906,478.0,75.0,0.0
358,inspection_protection,False,,,,,,,75.0,0.0
359,inspection_protection,True,1.0,0.0010965393219000833,75.67999999999999,0.0,0.0,0.0,75.0,0.0
360,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0
361,pole_saver_rod,True,,,,,,,75.0,0.0
362,termite_treatment,False,,,,,,,75.0,0.0
363,termite_treatment,True,0.035,3.837887626650292e-05,0.18,3.5000000000000004,0.003837887626650292,18.0,75.0,0.0
364,risk,False,,,,,,,78.0,0.0
365,risk,True,0.005,5.459290073918788e-06,0.030000000000000002,0.0,0.0,0.0,78.0,0.0
366,conditional_failure,False,,,,,,,78.0,0.0
367,conditional_failure,True,0.02,2.1837160295675152e-05,0.2500000000000001,70.0,0.07643006103486302,875.0,78.0,0.0
368,functional_failure,False,,,,,,,78.0,0.0
369,functional_failure,True,0.005,5.459290073918788e-06,0.030000000000000002,35.0,0.03821503051743151,210.0,78.0,0.0
370,inspection_groundline,False,,,,,,,78.0,0.0
371,inspection_groundline,True,0.985,0.0010754801445620012,9.344999999999999,49.25,0.05377400722810006,467.25,78.0,0.0
372,inspection_protection,False,,,,,,,78.0,0.0
373,inspection_protection,True,1.0,0.0010918580147837576,76.07000000000002,0.0,0.0,0.0,78.0,0.0
374,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0
375,pole_saver_rod,True,,,,,,,78.0,0.0
376,termite_treatment,False,,,,,,,78.0,0.0
377,termite_treatment,True,0.03,3.2755740443512724e-05,0.16499999999999998,3.0,0.0032755740443512725,16.5,78.0,0.0
378,risk,False,,,,,,,81.0,0.0
379,risk,True,0.005,5.4025143301692605e-06,0.030000000000000002,0.0,0.0,0.0,81.0,0.0
380,conditional_failure,False,,,,,,,81.0,0.0
381,conditional_failure,True,0.035,3.781760031118483e-05,0.2650000000000001,122.50000000000001,0.1323616010891469,927.5,81.0,0.0
382,functional_failure,False,,,,,,,81.0,0.0
383,functional_failure,True,0.005,5.4025143301692605e-06,0.030000000000000002,35.0,0.03781760031118483,210.0,81.0,0.0
384,inspection_groundline,False,,,,,,,81.0,0.0
385,inspection_groundline,True,0.99,0.0010696978373735137,9.045000000000002,49.5,0.05348489186867568,452.25,81.0,0.0
386,inspection_protection,False,,,,,,,81.0,0.0
387,inspection_protection,True,1.0,0.0010805028660338522,76.78999999999999,0.0,0.0,0.0,81.0,0.0
388,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0
389,pole_saver_rod,True,,,,,,,81.0,0.0
390,termite_treatment,False,,,,,,,81.0,0.0
391,termite_treatment,True,0.04,4.3220114641354084e-05,0.20500000000000002,4.0,0.004322011464135409,20.5,81.0,0.0
392,risk,False,,,,,,,84.0,0.0
393,risk,True,0.005,5.4961060088926994e-06,0.049999999999999996,0.0,0.0,0.0,84.0,0.0
394,conditional_failure,False,,,,,,,84.0,0.0
395,conditional_failure,True,0.025,2.7480530044463498e-05,0.27000000000000013,87.5,0.09618185515562223,945.0,84.0,0.0
396,functional_failure,False,,,,,,,84.0,0.0
397,functional_failure,True,0.005,5.4961060088926994e-06,0.049999999999999996,35.0,0.0384727420622489,350.0,84.0,0.0
398,inspection_groundline,False,,,,,,,84.0,0.0
399,inspection_groundline,True,0.985,0.0010827328837518617,8.66,49.25,0.05413664418759309,433.0,84.0,0.0
400,inspection_protection,False,,,,,,,84.0,0.0
401,inspection_protection,True,0.995,0.0010937250957696472,75.58499999999995,0.0,0.0,0.0,84.0,0.0
402,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0
403,pole_saver_rod,True,,,,,,,84.0,0.0
404,termite_treatment,False,,,,,,,84.0,0.0
405,termite_treatment,True,0.035,3.84727420622489e-05,0.15000000000000002,3.5000000000000004,0.00384727420622489,15.0,84.0,0.0
406,risk,False,,,,,,,87.0,0.0
407,risk,True,0.005,5.671570684785444e-06,0.04,0.0,0.0,0.0,87.0,0.0
408,conditional_failure,False,,,,,,,87.0,0.0
409,conditional_failure,True,0.03,3.402942410871266e-05,0.22500000000000012,105.0,0.11910298438049433,787.5,87.0,0.0
410,functional_failure,False,,,,,,,87.0,0.0
411,functional_failure,True,0.005,5.671570684785444e-06,0.04,35.0,0.03970099479349811,280.0,87.0,0.0
412,inspection_groundline,False,,,,,,,87.0,0.0
413,inspection_groundline,True,0.975,0.0011059562835331615,8.16,48.75,0.055297814176658085,408.0,87.0,0.0
414,inspection_protection,False,,,,,,,87.0,0.0
415,inspection_protection,True,1.0,0.0011343141369570889,73.17499999999993,0.0,0.0,0.0,87.0,0.0
416,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0
417,pole_saver_rod,True,,,,,,,87.0,0.0
418,termite_treatment,False,,,,,,,87.0,0.0
419,termite_treatment,True,0.035,3.9700994793498115e-05,0.225,3.5000000000000004,0.003970099479349811,22.5,87.0,0.0
420,risk,False,,,,,,,90.0,0.0
421,risk,True,0.005,5.49810040630962e-06,0.035,0.0,0.0,0.0,90.0,0.0
422,conditional_failure,False,,,,,,,90.0,0.0
423,conditional_failure,True,0.025,2.7490502031548104e-05,0.27000000000000013,87.5,0.09621675711041835,945.0,90.0,0.0
424,functional_failure,False,,,,,,,90.0,0.0
425,functional_failure,True,0.005,5.49810040630962e-06,0.035,35.0,0.038486702844167345,245.0,90.0,0.0
426,inspection_groundline,False,,,,,,,90.0,0.0
427,inspection_groundline,True,0.98,0.0010776276796366855,8.065000000000001,49.0,0.05388138398183428,403.25,90.0,0.0
428,inspection_protection,False,,,,,,,90.0,0.0
429,inspection_protection,True,1.0,0.001099620081261924,75.50500000000007,0.0,0.0,0.0,90.0,0.0
430,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
431,pole_saver_rod,True,,,,,,,90.0,0.0
432,termite_treatment,False,,,,,,,90.0,0.0
433,termite_treatment,True,0.025,2.7490502031548104e-05,0.18,2.5,0.00274905020315481,18.0,90.0,0.0
434,risk,False,,,,,,,93.0,0.0
435,risk,True,0.005,5.431801022264953e-06,0.045,0.0,0.0,0.0,93.0,0.0
436,conditional_failure,False,,,,,,,93.0,0.0
437,conditional_failure,True,0.035,3.802260715585467e-05,0.2500000000000001,122.50000000000001,0.13307912504549135,875.0,93.0,0.0
438,functional_failure,False,,,,,,,93.0,0.0
439,functional_failure,True,0.005,5.431801022264953e-06,0.045,35.0,0.03802260715585467,315.0,93.0,0.0
440,inspection_groundline,False,,,,,,,93.0,0.0
441,inspection_groundline,True,0.99,0.0010754966024084606,8.03,49.5,0.05377483012042303,401.5,93.0,0.0
442,inspection_protection,False,,,,,,,93.0,0.0
443,inspection_protection,True,1.0,0.0010863602044529905,76.39499999999998,0.0,0.0,0.0,93.0,0.0
444,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0
445,pole_saver_rod,True,,,,,,,93.0,0.0
446,termite_treatment,False,,,,,,,93.0,0.0
447,termite_treatment,True,0.035,3.802260715585467e-05,0.16,3.5000000000000004,0.003802260715585467,16.0,93.0,0.0
448,risk,False,,,,,,,96.0,0.0
449,risk,True,0.005,5.418409588417608e-06,0.035,0.0,0.0,0.0,96.0,0.0
450,conditional_failure,False,,,,,,,96.0,0.0
451,conditional_failure,True,0.025,2.709204794208804e-05,0.28500000000000014,87.5,0.09482216779730814,997.5,96.0,0.0
452,functional_failure,False,,,,,,,96.0,0.0
453,functional_failure,True,0.005,5.418409588417608e-06,0.035,35.0,0.03792886711892326,245.0,96.0,0.0
454,inspection_groundline,False,,,,,,,96.0,0.0
455,inspection_groundline,True,0.975,0.0010565898697414335,7.595,48.75,0.05282949348707167,379.75,96.0,0.0
456,inspection_protection,False,,,,,,,96.0,0.0
457,inspection_protection,True,0.995,0.0010782635080951038,76.70000000000002,0.0,0.0,0.0,96.0,0.0
458,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0
459,pole_saver_rod,True,,,,,,,96.0,0.0
460,termite_treatment,False,,,,,,,96.0,0.0
461,termite_treatment,True,0.025,2.709204794208804e-05,0.11,2.5,0.002709204794208804,11.0,96.0,0.0
462,risk,False,,,,,,,99.0,0.0
463,risk,True,0.005,5.540872244108668e-06,0.049999999999999996,0.0,0.0,0.0,99.0,0.0
464,conditional_failure,False,,,,,,,99.0,0.0
465,conditional_failure,True,0.04,4.432697795286934e-05,0.28000000000000014,140.0,0.1551444228350427,980.0,99.0,0.0
466,functional_failure,False,,,,,,,99.0,0.0
467,functional_failure,True,0.005,5.540872244108668e-06,0.049999999999999996,35.0,0.038786105708760676,350.0,99.0,0.0
468,inspection_groundline,False,,,,,,,99.0,0.0
469,inspection_groundline,True,0.98,0.0010860109598452988,7.329999999999999,49.0,0.05430054799226494,366.5,99.0,0.0
470,inspection_protection,False,,,,,,,99.0,0.0
471,inspection_protection,True,1.0,0.0011081744488217334,74.86000000000006,0.0,0.0,0.0,99.0,0.0
472,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0
473,pole_saver_rod,True,,,,,,,99.0,0.0
474,termite_treatment,False,,,,,,,99.0,0.0
475,termite_treatment,True,0.03,3.324523346465201e-05,0.17,3.0,0.0033245233464652005,17.0,99.0,0.0
476,risk,False,,,,,,,102.0,0.0
477,risk,True,0.005,5.524953452267165e-06,0.05999999999999999,0.0,0.0,0.0,102.0,0.0
478,conditional_failure,False,,,,,,,102.0,0.0
479,conditional_failure,True,0.035,3.867467416587016e-05,0.2050000000000001,122.50000000000001,0.13536135958054554,717.5,102.0,0.0
480,functional_failure,False,,,,,,,102.0,0.0
481,functional_failure,True,0.005,5.524953452267165e-06,0.05999999999999999,35.0,0.03867467416587015,420.0,102.0,0.0
482,inspection_groundline,False,,,,,,,102.0,0.0
483,inspection_groundline,True,0.985,0.0010884158300966313,7.215,49.25,0.05442079150483157,360.75,102.0,0.0
484,inspection_protection,False,,,,,,,102.0,0.0
485,inspection_protection,True,1.0,0.0011049906904534328,75.11999999999999,0.0,0.0,0.0,102.0,0.0
486,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0
487,pole_saver_rod,True,,,,,,,102.0,0.0
488,termite_treatment,False,,,,,,,102.0,0.0
489,termite_treatment,True,0.035,3.867467416587016e-05,0.175,3.5000000000000004,0.0038674674165870156,17.5,102.0,0.0
490,risk,False,,,,,,,105.0,0.0
491,risk,True,0.01,1.1661739581693402e-05,0.05999999999999999,0.0,0.0,0.0,105.0,0.0
492,conditional_failure,False,,,,,,,105.0,0.0
493,conditional_failure,True,0.035,4.081608853592691e-05,0.20500000000000007,122.50000000000001,0.1428563098757442,717.5,105.0,0.0
494,functional_failure,False,,,,,,,105.0,0.0
495,functional_failure,True,0.01,1.1661739581693402e-05,0.05999999999999999,70.0,0.08163217707185381,420.0,105.0,0.0
496,inspection_groundline,False,,,,,,,105.0,0.0
497,inspection_groundline,True,0.96,0.0011195269998425664,6.655,48.0,0.055976349992128326,332.75,105.0,0.0
498,inspection_protection,False,,,,,,,105.0,0.0
499,inspection_protection,True,0.99,0.0011545122185876468,71.11999999999999,0.0,0.0,0.0,105.0,0.0
500,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
501,pole_saver_rod,True,,,,,,,105.0,0.0
502,termite_treatment,False,,,,,,,105.0,0.0
503,termite_treatment,True,0.05,5.830869790846701e-05,0.185,5.0,0.0058308697908467004,18.5,105.0,0.0
504,risk,False,,,,,,,108.0,0.0
505,risk,True,0.005,5.682528497880417e-06,0.08,0.0,0.0,0.0,108.0,0.0
506,conditional_failure,False,,,,,,,108.0,0.0
507,conditional_failure,True,0.035,3.977769948516292e-05,0.27000000000000013,122.50000000000001,0.13922194819807024,945.0,108.0,0.0
508,functional_failure,False,,,,,,,108.0,0.0
509,functional_failure,True,0.005,5.682528497880417e-06,0.08,35.0,0.039777699485162916,560.0,108.0,0.0
510,inspection_groundline,False,,,,,,,108.0,0.0
511,inspection_groundline,True,0.965,0.0010967280000909205,6.48,48.25,0.054836400004546024,324.0,108.0,0.0
512,inspection_protection,False,,,,,,,108.0,0.0
513,inspection_protection,True,1.0,0.0011365056995760834,73.08000000000001,0.0,0.0,0.0,108.0,0.0
514,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0
515,pole_saver_rod,True,,,,,,,108.0,0.0
516,termite_treatment,False,,,,,,,108.0,0.0
517,termite_treatment,True,0.045,5.114275648092375e-05,0.18,4.5,0.0051142756480923755,18.0,108.0,0.0
518,risk,False,,,,,,,111.0,0.0
519,risk,True,0.01,1.1026209299504923e-05,0.075,0.0,0.0,0.0,111.0,0.0
520,conditional_failure,False,,,,,,,111.0,0.0
521,conditional_failure,True,0.04,4.4104837198019694e-05,0.2000000000000001,140.0,0.15436693019306894,700.0,111.0,0.0
522,functional_failure,False,,,,,,,111.0,0.0
523,functional_failure,True,0.01,1.1026209299504923e-05,0.075,70.0,0.07718346509653447,525.0,111.0,0.0
524,inspection_groundline,False,,,,,,,111.0,0.0
525,inspection_groundline,True,0.99,0.0010915947206509874,6.635,49.5,0.05457973603254937,331.75,111.0,0.0
526,inspection_protection,False,,,,,,,111.0,0.0
527,inspection_protection,True,1.0,0.0011026209299504924,75.26499999999996,0.0,0.0,0.0,111.0,0.0
528,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0
529,pole_saver_rod,True,,,,,,,111.0,0.0
530,termite_treatment,False,,,,,,,111.0,0.0
531,termite_treatment,True,0.04,4.4104837198019694e-05,0.18,4.0,0.0044104837198019695,18.0,111.0,0.0
532,risk,False,,,,,,,114.0,0.0
533,risk,True,0.005,5.424464334147003e-06,0.05499999999999999,0.0,0.0,0.0,114.0,0.0
534,conditional_failure,False,,,,,,,114.0,0.0
535,conditional_failure,True,0.045,4.8820179007323027e-05,0.24000000000000013,157.5,0.1708706265256306,840.0,114.0,0.0
536,functional_failure,False,,,,,,,114.0,0.0
537,functional_failure,True,0.005,5.424464334147003e-06,0.05499999999999999,35.0,0.03797125033902902,385.0,114.0,0.0
538,inspection_groundline,False,,,,,,,114.0,0.0
539,inspection_groundline,True,0.995,0.0010794684024952536,6.669999999999999,49.75,0.05397342012476268,333.5,114.0,0.0
540,inspection_protection,False,,,,,,,114.0,0.0
541,inspection_protection,True,0.995,0.0010794684024952536,76.51999999999997,0.0,0.0,0.0,114.0,0.0
542,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0
543,pole_saver_rod,True,,,,,,,114.0,0.0
544,termite_treatment,False,,,,,,,114.0,0.0
545,termite_treatment,True,0.04,4.3395714673176027e-05,0.175,4.0,0.0043395714673176026,17.5,114.0,0.0
546,risk,False,,,,,,,117.0,0.0
547,risk,True,0.005,5.43776747018744e-06,0.075,0.0,0.0,0.0,117.0,0.0
548,conditional_failure,False,,,,,,,117.0,0.0
549,conditional_failure,True,0.04,4.350213976149952e-05,0.23000000000000004,140.0,0.1522574891652483,805.0,117.0,0.0
550,functional_failure,False,,,,,,,117.0,0.0
551,functional_failure,True,0.005,5.43776747018744e-06,0.075,35.0,0.03806437229131208,525.0,117.0,0.0
552,inspection_groundline,False,,,,,,,117.0,0.0
553,inspection_groundline,True,0.99,0.001076677959097113,6.529999999999999,49.5,0.05383389795485565,326.5,117.0,0.0
554,inspection_protection,False,,,,,,,117.0,0.0
555,inspection_protection,True,1.0,0.001087553494037488,76.31999999999994,0.0,0.0,0.0,117.0,0.0
556,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0
557,pole_saver_rod,True,,,,,,,117.0,0.0
558,termite_treatment,False,,,,,,,117.0,0.0
559,termite_treatment,True,0.03,3.2626604821124637e-05,0.095,3.0,0.003262660482112464,9.5,117.0,0.0
560,risk,False,,,,,,,120.0,0.0
561,risk,True,0.005,5.372502457919875e-06,0.05499999999999999,0.0,0.0,0.0,120.0,0.0
562,conditional_failure,False,,,,,,,120.0,0.0
563,conditional_failure,True,0.035,3.760751720543913e-05,0.24500000000000013,122.50000000000001,0.13162631021903695,857.5,120.0,0.0
564,functional_failure,False,,,,,,,120.0,0.0
565,functional_failure,True,0.005,5.372502457919875e-06,0.05499999999999999,35.0,0.037607517205439124,385.0,120.0,0.0
566,inspection_groundline,False,,,,,,,120.0,0.0
567,inspection_groundline,True,0.995,0.0010691279891260552,6.21,49.75,0.053456399456302754,310.5,120.0,0.0
568,inspection_protection,False,,,,,,,120.0,0.0
569,inspection_protection,True,1.0,0.0010745004915839748,77.32999999999998,0.0,0.0,0.0,120.0,0.0
570,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0
571,pole_saver_rod,True,,,,,,,120.0,0.0
572,termite_treatment,False,,,,,,,120.0,0.0
573,termite_treatment,True,0.025,2.6862512289599374e-05,0.10499999999999998,2.5,0.0026862512289599376,10.5,120.0,0.0
574,risk,False,,,,,,,0.0,500000.0
575,risk,True,0.005,5.492905912014633e-06,0.06499999999999999,2500.0,2.7464529560073165,32500.0,0.0,500000.0
576,conditional_failure,False,,,,,,,0.0,500000.0
577,conditional_failure,True,0.01,1.0985811824029266e-05,0.24000000000000016,35.0,0.03845034138410243,840.0,0.0,500000.0
578,functional_failure,False,,,,,,,0.0,500000.0
579,functional_failure,True,0.005,5.492905912014633e-06,0.06499999999999999,35.0,0.03845034138410243,455.0,0.0,500000.0
580,inspection_groundline,False,,,,,,,0.0,500000.0
581,inspection_groundline,True,0.975,0.0010711166528428533,674.0749999999998,48.75,0.05355583264214268,33703.75,0.0,500000.0
582,inspection_protection,False,,,,,,,0.0,500000.0
583,inspection_protection,True,1.0,0.0010985811824029267,75.56000000000004,0.0,0.0,0.0,0.0,500000.0
584,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0
585,pole_saver_rod,True,,,,,,,0.0,500000.0
586,termite_treatment,False,,,,,,,0.0,500000.0
587,termite_treatment,True,0.01,1.0985811824029266e-05,0.22500000000000012,1.0,0.0010985811824029267,22.5,0.0,500000.0
588,risk,False,,,,,,,3.0,500000.0
589,risk,True,0.01,1.0928484000699424e-05,0.11000000000000001,5000.0,5.464242000349712,55000.0,3.0,500000.0
590,conditional_failure,False,,,,,,,3.0,500000.0
591,conditional_failure,True,0.01,1.0928484000699424e-05,0.22500000000000012,35.0,0.03824969400244798,787.5,3.0,500000.0
592,functional_failure,False,,,,,,,3.0,500000.0
593,functional_failure,True,0.01,1.0928484000699424e-05,0.11000000000000001,70.0,0.07649938800489596,770.0,3.0,500000.0
594,inspection_groundline,False,,,,,,,3.0,500000.0
595,inspection_groundline,True,0.97,0.0010600629480678441,226.55499999999998,48.5,0.0530031474033922,11327.75,3.0,500000.0
596,inspection_protection,False,,,,,,,3.0,500000.0
597,inspection_protection,True,1.0,0.0010928484000699424,75.89999999999999,0.0,0.0,0.0,3.0,500000.0
598,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,3.0,500000.0
599,pole_saver_rod,True,,,,,,,3.0,500000.0
600,termite_treatment,False,,,,,,,3.0,500000.0
601,termite_treatment,True,0.01,1.0928484000699424e-05,0.2500000000000001,1.0,0.0010928484000699424,25.0,3.0,500000.0
602,risk,False,,,,,,,6.0,500000.0
603,risk,True,0.005,5.571278942794107e-06,0.05499999999999999,2500.0,2.7856394713970536,27500.0,6.0,500000.0
604,conditional_failure,False,,,,,,,6.0,500000.0
605,conditional_failure,True,0.005,5.571278942794107e-06,0.23000000000000012,17.5,0.019499476299779377,805.0,6.0,500000.0
606,functional_failure,False,,,,,,,6.0,500000.0
607,functional_failure,True,0.005,5.571278942794107e-06,0.05499999999999999,35.0,0.03899895259955875,385.0,6.0,500000.0
608,inspection_groundline,False,,,,,,,6.0,500000.0
609,inspection_groundline,True,0.97,0.0010808281149020569,110.755,48.5,0.05404140574510284,5537.75,6.0,500000.0
610,inspection_protection,False,,,,,,,6.0,500000.0
611,inspection_protection,True,1.0,0.0011142557885588215,74.47999999999999,0.0,0.0,0.0,6.0,500000.0
612,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,6.0,500000.0
613,pole_saver_rod,True,,,,,,,6.0,500000.0
614,termite_treatment,False,,,,,,,6.0,500000.0
615,termite_treatment,True,0.01,1.1142557885588215e-05,0.2550000000000001,1.0,0.0011142557885588215,25.5,6.0,500000.0
616,risk,False,,,,,,,9.0,500000.0
617,risk,True,0.005,5.298041314126168e-06,0.05999999999999999,2500.0,2.6490206570630837,30000.0,9.0,500000.0
618,conditional_failure,False,,,,,,,9.0,500000.0
619,conditional_failure,True,0.005,5.298041314126168e-06,0.28500000000000014,17.5,0.018543144599441588,997.5,9.0,500000.0
620,functional_failure,False,,,,,,,9.0,500000.0
621,functional_failure,True,0.005,5.298041314126168e-06,0.05999999999999999,35.0,0.037086289198883175,420.0,9.0,500000.0
622,inspection_groundline,False,,,,,,,9.0,500000.0
623,inspection_groundline,True,0.975,0.0010331180562546027,78.96000000000001,48.75,0.05165590281273014,3948.0,9.0,500000.0
624,inspection_protection,False,,,,,,,9.0,500000.0
625,inspection_protection,True,0.995,0.0010543102215111073,78.33000000000003,0.0,0.0,0.0,9.0,500000.0
626,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,9.0,500000.0
627,pole_saver_rod,True,,,,,,,9.0,500000.0
628,termite_treatment,False,,,,,,,9.0,500000.0
629,termite_treatment,True,0.015,1.5894123942378503e-05,0.19000000000000006,1.5,0.0015894123942378502,19.0,9.0,500000.0
630,risk,False,,,,,,,12.0,500000.0
631,risk,True,0.005,5.330064227273939e-06,0.085,2500.0,2.6650321136369692,42500.0,12.0,500000.0
632,conditional_failure,False,,,,,,,12.0,500000.0
633,conditional_failure,True,0.01,1.0660128454547878e-05,0.22500000000000012,35.0,0.03731044959091757,787.5,12.0,500000.0
634,functional_failure,False,,,,,,,12.0,500000.0
635,functional_failure,True,0.005,5.330064227273939e-06,0.085,35.0,0.03731044959091757,595.0,12.0,500000.0
636,inspection_groundline,False,,,,,,,12.0,500000.0
637,inspection_groundline,True,0.985,0.001050022652772966,58.68999999999999,49.25,0.05250113263864829,2934.5,12.0,500000.0
638,inspection_protection,False,,,,,,,12.0,500000.0
639,inspection_protection,True,1.0,0.0010660128454547876,77.90499999999996,0.0,0.0,0.0,12.0,500000.0
640,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,12.0,500000.0
641,pole_saver_rod,True,,,,,,,12.0,500000.0
642,termite_treatment,False,,,,,,,12.0,500000.0
643,termite_treatment,True,0.02,2.1320256909095755e-05,0.2400000000000001,2.0,0.0021320256909095753,24.0,12.0,500000.0
644,risk,False,,,,,,,15.0,500000.0
645,risk,True,0.005,5.300456369293396e-06,0.06999999999999999,2500.0,2.6502281846466977,35000.0,15.0,500000.0
646,conditional_failure,False,,,,,,,15.0,500000.0
647,conditional_failure,True,0.01,1.0600912738586792e-05,0.22500000000000012,35.0,0.03710319458505377,787.5,15.0,500000.0
648,functional_failure,False,,,,,,,15.0,500000.0
649,functional_failure,True,0.005,5.300456369293396e-06,0.06999999999999999,35.0,0.03710319458505377,490.0,15.0,500000.0
650,inspection_groundline,False,,,,,,,15.0,500000.0
651,inspection_groundline,True,0.98,0.0010388894483815056,47.48000000000001,49.0,0.05194447241907528,2374.0,15.0,500000.0
652,inspection_protection,False,,,,,,,15.0,500000.0
653,inspection_protection,True,1.0,0.0010600912738586792,78.30000000000001,0.0,0.0,0.0,15.0,500000.0
654,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,15.0,500000.0
655,pole_saver_rod,True,,,,,,,15.0,500000.0
656,termite_treatment,False,,,,,,,15.0,500000.0
657,termite_treatment,True,0.015,1.5901369107880188e-05,0.2450000000000001,1.5,0.0015901369107880188,24.5,15.0,500000.0
658,risk,False,,,,,,,18.0,500000.0
659,risk,True,0.005,5.417617006983308e-06,0.049999999999999996,2500.0,2.7088085034916545,25000.0,18.0,500000.0
660,conditional_failure,False,,,,,,,18.0,500000.0
661,conditional_failure,True,0.01,1.0835234013966617e-05,0.2650000000000001,35.0,0.03792331904888316,927.5,18.0,500000.0
662,functional_failure,False,,,,,,,18.0,500000.0
663,functional_failure,True,0.005,5.417617006983308e-06,0.049999999999999996,35.0,0.03792331904888316,350.0,18.0,500000.0
664,inspection_groundline,False,,,,,,,18.0,500000.0
665,inspection_groundline,True,0.975,0.001056435316361745,38.76999999999999,48.75,0.05282176581808726,1938.5,18.0,500000.0
666,inspection_protection,False,,,,,,,18.0,500000.0
667,inspection_protection,True,0.995,0.0010781057843896784,76.63,0.0,0.0,0.0,18.0,500000.0
668,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,18.0,500000.0
669,pole_saver_rod,True,,,,,,,18.0,500000.0
670,termite_treatment,False,,,,,,,18.0,500000.0
671,termite_treatment,True,0.015,1.6252851020949924e-05,0.2350000000000001,1.5,0.0016252851020949926,23.5,18.0,500000.0
672,risk,False,,,,,,,21.0,500000.0
673,risk,True,0.005,5.350597929318601e-06,0.06499999999999999,2500.0,2.6752989646593006,32500.0,21.0,500000.0
674,conditional_failure,False,,,,,,,21.0,500000.0
675,conditional_failure,True,0.01,1.0701195858637202e-05,0.24000000000000013,35.0,0.037454185505230206,840.0,21.0,500000.0
676,functional_failure,False,,,,,,,21.0,500000.0
677,functional_failure,True,0.005,5.350597929318601e-06,0.06499999999999999,35.0,0.037454185505230206,455.0,21.0,500000.0
678,inspection_groundline,False,,,,,,,21.0,500000.0
679,inspection_groundline,True,0.975,0.0010433665962171273,33.68,48.75,0.05216832981085636,1684.0,21.0,500000.0
680,inspection_protection,False,,,,,,,21.0,500000.0
681,inspection_protection,True,1.0,0.0010701195858637202,77.52000000000002,0.0,0.0,0.0,21.0,500000.0
682,pole_saver_rod,False,0.0,0.0,0.0,0.0,0.0,0.0,21.0,500000.0
683,pole_saver_rod,True,,,,,,,21.0,500000.0
684,termite_treatment,False,,,,,,,21.0,500000.0
685,termite_treatment,True,0.01,1.0701195858637202e-05,0.18000000000000005,1.0,0.0010701195858637202,18.0,21.0,500000.0
686,risk,False,,,,,,,24.0,500000.0
687,risk,True,0.005,5.607770126286983e-06,0.05999999999999999,2500.0,2.8038850631434915,30000.0,24.0,500000.0
688,conditional_failure,False,,,,,,,24.0,500000.0
689,conditional_failure,True,0.01,1.1215540252573967e-05,0.2600000000000002,35.0,0.03925439088400888,910.0,24.0,500000.0
690,functional_failure,False,,,,,,,24.0,500000.0
691,functional_failure,True,0.005,5.607770126286983e-06,0.05999999999999999,35.0,0.03925439088400888,420.0,24.0,500000.0
